7.79424e-06,5.54253e-05,3.0818e-05,0.00047436,2.14496e-05,0.000959147,0.00021578,4.06773e-05,0.000517205,0.000971655,0.000258214,2.5046e-05,0.000508829,2.2968e-06,5.04886e-06,5.82186e-06,7.39987e-06,9.5567e-06,1.25641e-05,0.0391668,8.76859e-11,9.21152e-06,9.99442e-11,6.29166e-10,13,6,15,13,13,
1.48394e-05,0.000117736,0.0111142,0.000480005,0.00254922,7.79223e-06,0.000162808,7.59643e-05,0.000194619,1.16312e-05,0.000161981,8.9824e-05,0.00019081,6.15178e-07,1.65273e-06,3.80874e-06,6.56841e-06,1.30082e-05,2.26161e-05,0.00338416,1.47722e-11,1.50321e-05,0.000478657,2.2558e-11,6,6,7,6,6,
2.38759e-05,1.90853e-05,7.51703e-05,0.000390488,0.000232682,0.000253152,0.00078673,0.000368178,0.000154524,0.00027122,0.000799746,0.000357469,9.36546e-05,1.84528e-06,1.45369e-06,2.85251e-06,3.9013e-06,5.88312e-06,7.73144e-06,0.026916,6.86145e-11,5.16491e-06,3.76161e-08,7.27537e-13,12,6,13,12,12,
4.47076e-06,8.68625e-06,1.47275e-06,0.000106663,4.67618e-06,0.000149417,0.000505199,0.000319153,1.44387e-05,0.00013732,0.000507468,0.000327499,2.71152e-05,6.72458e-09,1.35965e-09,2.25275e-07,5.74063e-07,1.38597e-06,2.47011e-06,0.200719,9.12075e-11,1.03251e-05,2.61878e-10,1.43555e-15,23,6,30,23,23,
3.92264e-06,2.56455e-05,0.00192001,4.96782e-06,0.000588723,5.88167e-05,0.000208643,1.7215e-05,9.84258e-05,5.9657e-05,0.000207515,1.83243e-05,9.9527e-05,6.91089e-07,1.62618e-06,2.61384e-06,3.51511e-06,5.18323e-06,7.31235e-06,0.0697754,3.41208e-12,4.81836e-06,0.000171707,5.72285e-11,9,6,10,9,9,
1.13595e-05,7.49583e-06,4.70165e-05,0.000390689,1.29794e-06,5.21e-05,0.000326334,0.000111792,0.000127434,7.45511e-05,0.000332062,0.000107124,0.000103801,1.84001e-07,4.28838e-08,4.12867e-07,8.56256e-07,1.74306e-06,2.65402e-06,0.146057,9.96779e-11,1.33848e-05,9.72098e-09,4.19413e-14,17,6,20,17,17,
0.00160116,0.00429274,0.00346308,0.108393,0.0098611,0.000328856,0.00133657,0.00095274,3.78186e-05,0.000125856,0.000459368,0.000246126,0.000672358,0.000218316,0.000110894,2.88184e-05,0.000179883,0.00061296,0.00120572,0.206546,9.97967e-11,4.92042e-07,9.02241e-13,1.3051e-08,24,6,49,24,24,
1.00082e-05,1.51288e-05,0.000158636,7.37107e-05,0.000153573,0.00015586,0.000252338,1.78758e-05,4.48896e-05,0.000155594,0.000251962,1.82036e-05,4.51579e-05,4.4875e-06,4.45146e-06,4.2939e-06,4.18795e-06,3.88349e-06,3.20782e-06,0.0417721,6.85124e-12,6.62158e-06,1.68144e-05,6.30017e-10,6,6,7,6,6,
1.28087e-05,4.55263e-06,9.40248e-08,4.78551e-07,1.42377e-07,0.000438667,0.000702082,0.000201722,2.56949e-05,0.000442925,0.000705466,0.000214416,4.16181e-05,8.57219e-07,3.86156e-07,1.90036e-07,8.88232e-08,8.66934e-08,2.7882e-08,0.397639,7.48938e-11,1.28073e-05,2.16688e-10,5.29967e-17,23,6,25,23,23,
1.73941e-05,9.02569e-06,0.000127048,0.000303443,7.58831e-05,0.000439624,0.000853976,0.000367437,5.08034e-05,0.000438847,0.000862639,0.000320687,5.31039e-05,1.00621e-07,1.06565e-07,3.41475e-07,9.50507e-07,2.13603e-06,3.30981e-06,0.0252482,4.04551e-11,6.50828e-06,1.0671e-08,1.01111e-17,23,6,24,23,23,
2.3185e-06,3.91902e-05,8.48872e-07,8.05098e-05,1.0338e-05,6.73679e-05,0.000574154,1.93849e-06,0.000392401,6.19062e-05,0.000575313,2.92787e-06,0.000398736,4.81268e-08,4.01456e-09,1.35513e-07,3.8992e-07,1.21018e-06,2.80974e-06,0.0749271,8.25704e-11,3.20959e-05,1.05204e-09,4.96421e-15,16,6,17,16,16,
1.8716e-05,7.31989e-05,0.00438222,0.000218421,0.00319164,9.41893e-05,0.000252901,0.000206275,0.000261204,0.00011091,0.000250502,0.000203382,0.000231856,3.23631e-06,7.82113e-06,1.20121e-05,1.56213e-05,2.11595e-05,2.65263e-05,0.00782623,3.18475e-11,1.85236e-06,0.000324829,1.34555e-10,8,6,9,8,8,
1.11684e-08,1.20474e-08,6.90457e-09,7.56021e-08,9.33635e-09,3.35894e-05,0.000538041,0.000359937,0.000139179,4.12099e-05,0.000538044,0.000359935,0.000170581,2.37835e-09,3.57153e-09,4.55303e-09,5.05015e-09,5.56813e-09,5.8489e-09,0.00376555,5.07829e-11,5.42998e-06,3.15125e-10,8.73459e-13,11,6,14,11,11,
5.50335e-05,0.000333677,0.000173055,0.00699618,8.73517e-05,0.000310235,5.88019e-05,3.03215e-06,0.000164133,0.00030998,8.87887e-05,3.15046e-05,0.000195587,2.99291e-05,2.99122e-05,3.02597e-05,2.14501e-05,4.25464e-06,5.14898e-05,0.025438,8.24782e-11,1.64995e-05,0.00445877,9.43269e-10,6,6,7,6,6,
1.05161e-05,4.73445e-05,0.00183203,0.000819928,0.000638756,0.000164335,0.000310435,0.000355381,0.000396701,0.000162626,0.000307394,0.000369046,0.000391305,4.83005e-06,5.22156e-06,4.89234e-06,3.62937e-06,3.69561e-08,5.86735e-06,0.0883675,1.00407e-11,1.31076e-05,0.000107573,1.06005e-10,10,6,11,10,10,
5.37204e-06,8.96198e-07,3.41905e-05,0.000290607,7.523e-06,0.000343242,5.67415e-06,0.000198415,0.000125317,0.000336594,8.61683e-06,0.000194477,0.000123923,1.79246e-06,1.14892e-06,1.16302e-06,8.95575e-07,6.61763e-07,4.89129e-07,1.14956,3.62249e-11,0.000122419,3.65636e-05,1.77846e-10,9,6,12,9,9,
3.0618e-07,9.13008e-06,1.68204e-05,0.000192606,2.55127e-05,0.000163242,8.0926e-05,0.000234131,0.000244242,0.000165009,7.97465e-05,0.000235293,0.000243124,2.92516e-06,3.7768e-06,4.42203e-06,4.91346e-06,5.5174e-06,5.94965e-06,0.00980116,1.25155e-11,3.03361e-05,1.73872e-06,7.76196e-11,6,6,7,6,6,
1.30949e-05,2.73933e-05,3.91915e-05,4.80739e-05,3.5551e-05,0.000291829,0.000188999,0.000125854,3.92857e-05,0.000289536,0.00019173,0.000123958,4.10027e-05,6.41709e-06,6.21638e-06,6.65957e-06,6.88818e-06,7.59226e-06,8.70226e-06,0.0269326,1.33767e-11,1.44362e-05,3.3958e-07,3.81778e-10,6,6,7,6,6,
1.70596e-06,2.7385e-06,0.00105337,0.000167583,0.000469956,8.17568e-05,0.000902498,0.000376173,0.000312309,0.000129441,0.000907187,0.000400659,0.000265627,2.96964e-06,1.3867e-06,1.64436e-06,1.35308e-06,1.70766e-06,1.84502e-06,0.0628745,6.50553e-11,5.70277e-06,5.90739e-11,1.52204e-17,25,6,27,25,25,
2.42565e-06,5.67224e-06,0.00072542,0.000198643,0.000539942,0.000251703,5.32964e-05,0.000120419,0.000150617,0.000253226,5.11453e-05,0.00012215,0.000151876,3.23283e-06,2.88207e-06,2.52598e-06,2.02419e-06,1.14359e-06,1.6128e-07,0.0397096,9.5654e-12,8.01755e-06,7.00725e-05,1.89577e-10,7,6,8,7,7,
